APNXId,displayName,dataProvider,DataCost,MinCPM,PercentOfMedia,member_id,provider,code,subtype
244126,In-Market:Consumer Packaged Goods :Brands:Harris Teeter,BlueKai,1.06,,,1262,,bk_67514,BlueKai
244127,In-Market:Consumer Packaged Goods :Brands:Hebrew National,BlueKai,1.06,,,1262,,bk_67829,BlueKai
244128,In-Market:Consumer Packaged Goods :Brands:Hefty,BlueKai,1.06,,,1262,,bk_30753,BlueKai
244129,In-Market:Consumer Packaged Goods :Brands:Heinz,BlueKai,1.06,,,1262,,bk_37698,BlueKai
244130,In-Market:Consumer Packaged Goods :Brands:Hellmann's,BlueKai,1.06,,,1262,,bk_67830,BlueKai
244131,In-Market:Consumer Packaged Goods :Brands:Herbal Essences,BlueKai,1.06,,,1262,,bk_12860,BlueKai
244132,In-Market:Consumer Packaged Goods :Brands:Hershey's,BlueKai,1.06,,,1262,,bk_67527,BlueKai
244133,In-Market:Consumer Packaged Goods :Brands:Hi-C,BlueKai,1.06,,,1262,,bk_30320,BlueKai
244134,In-Market:Consumer Packaged Goods :Brands:Hickox ,BlueKai,1.06,,,1262,,bk_14016,BlueKai
244135,In-Market:Consumer Packaged Goods :Brands:Hillshire Farm,BlueKai,1.06,,,1262,,bk_67831,BlueKai
244136,In-Market:Consumer Packaged Goods :Brands:Hodgson Mill,BlueKai,1.06,,,1262,,bk_67832,BlueKai
244137,In-Market:Consumer Packaged Goods :Brands:Horizon,BlueKai,1.06,,,1262,,bk_67891,BlueKai
244138,In-Market:Consumer Packaged Goods :Brands:Hormel,BlueKai,1.06,,,1262,,bk_30321,BlueKai
244139,In-Market:Consumer Packaged Goods :Brands:Hostess,BlueKai,1.06,,,1262,,bk_67833,BlueKai
244140,In-Market:Consumer Packaged Goods :Brands:Huggies,BlueKai,1.06,,,1262,,bk_30322,BlueKai
244141,In-Market:Consumer Packaged Goods :Brands:Hungry Jack,BlueKai,1.06,,,1262,,bk_67675,BlueKai
244142,In-Market:Consumer Packaged Goods :Brands:Hunt's,BlueKai,1.06,,,1262,,bk_67658,BlueKai
244143,In-Market:Consumer Packaged Goods :Brands:Idaho,BlueKai,1.06,,,1262,,bk_67692,BlueKai
244144,In-Market:Consumer Packaged Goods :Brands:Idahoan,BlueKai,1.06,,,1262,,bk_67834,BlueKai
244145,In-Market:Consumer Packaged Goods :Brands:InStyler ,BlueKai,1.06,,,1262,,bk_14015,BlueKai
244146,In-Market:Consumer Packaged Goods :Brands:It Cosmetics,BlueKai,1.06,,,1262,,bk_13985,BlueKai
244147,In-Market:Consumer Packaged Goods :Brands:Jason ,BlueKai,1.06,,,1262,,bk_14014,BlueKai
244148,In-Market:Consumer Packaged Goods :Brands:Jell-O,BlueKai,1.06,,,1262,,bk_67671,BlueKai
244149,In-Market:Consumer Packaged Goods :Brands:Jergens,BlueKai,1.06,,,1262,,bk_13975,BlueKai
244150,In-Market:Consumer Packaged Goods :Brands:Jerry Boy,BlueKai,1.06,,,1262,,bk_37691,BlueKai
244151,In-Market:Consumer Packaged Goods :Brands:Jimmy Dean,BlueKai,1.06,,,1262,,bk_67736,BlueKai
244152,In-Market:Consumer Packaged Goods :Brands:Joan Rivers,BlueKai,1.06,,,1262,,bk_14013,BlueKai
244153,In-Market:Consumer Packaged Goods :Brands:John Frieda,BlueKai,1.06,,,1262,,bk_14012,BlueKai
244154,In-Market:Consumer Packaged Goods :Brands:Johnsonville,BlueKai,1.06,,,1262,,bk_67835,BlueKai
244155,In-Market:Consumer Packaged Goods :Brands:Juicy Juice,BlueKai,1.06,,,1262,,bk_67892,BlueKai
244156,In-Market:Consumer Packaged Goods :Brands:Keebler,BlueKai,1.06,,,1262,,bk_30757,BlueKai
244157,In-Market:Consumer Packaged Goods :Brands:Keller's,BlueKai,1.06,,,1262,,bk_67836,BlueKai
244158,In-Market:Consumer Packaged Goods :Brands:Kellogs,BlueKai,1.06,,,1262,,bk_30323,BlueKai
244159,In-Market:Consumer Packaged Goods :Brands:Kikkoman,BlueKai,1.06,,,1262,,bk_67837,BlueKai
244160,In-Market:Consumer Packaged Goods :Brands:Kit Kat,BlueKai,1.06,,,1262,,bk_67664,BlueKai
244161,In-Market:Consumer Packaged Goods :Brands:Kleenex,BlueKai,1.06,,,1262,,bk_27988,BlueKai
244162,In-Market:Consumer Packaged Goods :Brands:Knorr,BlueKai,1.06,,,1262,,bk_67518,BlueKai
244163,In-Market:Consumer Packaged Goods :Brands:Kool-Aid,BlueKai,1.06,,,1262,,bk_67704,BlueKai
244164,In-Market:Consumer Packaged Goods :Brands:Kozy Shack,BlueKai,1.06,,,1262,,bk_67893,BlueKai
244165,In-Market:Consumer Packaged Goods :Brands:Kraft,BlueKai,1.06,,,1262,,bk_67649,BlueKai
244166,In-Market:Consumer Packaged Goods :Brands:Kunzler,BlueKai,1.06,,,1262,,bk_67709,BlueKai
244167,In-Market:Consumer Packaged Goods :Brands:L'Oreal,BlueKai,1.06,,,1262,,bk_13984,BlueKai
244168,In-Market:Consumer Packaged Goods :Brands:La Choy,BlueKai,1.06,,,1262,,bk_67838,BlueKai
244169,In-Market:Consumer Packaged Goods :Brands:Lactaid,BlueKai,1.06,,,1262,,bk_67839,BlueKai
244170,In-Market:Consumer Packaged Goods :Brands:Land O'Lakes,BlueKai,1.06,,,1262,,bk_67650,BlueKai
244171,In-Market:Consumer Packaged Goods :Brands:Lay's,BlueKai,1.06,,,1262,,bk_67509,BlueKai
244172,In-Market:Consumer Packaged Goods :Brands:Libby's,BlueKai,1.06,,,1262,,bk_67840,BlueKai
244173,In-Market:Consumer Packaged Goods :Brands:Light 'n Fluffy,BlueKai,1.06,,,1262,,bk_67894,BlueKai
244174,In-Market:Consumer Packaged Goods :Brands:Little Debbie,BlueKai,1.06,,,1262,,bk_67841,BlueKai
244175,In-Market:Consumer Packaged Goods :Brands:Lowes Foods,BlueKai,1.06,,,1262,,bk_67842,BlueKai
244176,In-Market:Consumer Packaged Goods :Brands:Lundberg Family Farms,BlueKai,1.06,,,1262,,bk_67843,BlueKai
244177,In-Market:Consumer Packaged Goods :Brands:LUSH ,BlueKai,1.06,,,1262,,bk_14011,BlueKai
244178,In-Market:Consumer Packaged Goods :Brands:Lysol,BlueKai,1.06,,,1262,,bk_67895,BlueKai
244179,In-Market:Consumer Packaged Goods :Brands:MAC,BlueKai,1.06,,,1262,,bk_14010,BlueKai
244180,In-Market:Consumer Packaged Goods :Brands:MAKE UP FOR EVER,BlueKai,1.06,,,1262,,bk_14009,BlueKai
244181,In-Market:Consumer Packaged Goods :Brands:Mama Rosie's,BlueKai,1.06,,,1262,,bk_67684,BlueKai
244182,In-Market:Consumer Packaged Goods :Brands:Marcal,BlueKai,1.06,,,1262,,bk_67737,BlueKai
244183,In-Market:Consumer Packaged Goods :Brands:Mardi Gras,BlueKai,1.06,,,1262,,bk_67844,BlueKai
244184,In-Market:Consumer Packaged Goods :Brands:Marie Callender's,BlueKai,1.06,,,1262,,bk_67738,BlueKai
244185,In-Market:Consumer Packaged Goods :Brands:Marilyn Miglin,BlueKai,1.06,,,1262,,bk_14008,BlueKai
244186,In-Market:Consumer Packaged Goods :Brands:Martin's,BlueKai,1.06,,,1262,,bk_67845,BlueKai
244187,In-Market:Consumer Packaged Goods :Brands:Mary Kay,BlueKai,1.06,,,1262,,bk_14007,BlueKai
244188,In-Market:Consumer Packaged Goods :Brands:Matlaw's,BlueKai,1.06,,,1262,,bk_67687,BlueKai
244189,In-Market:Consumer Packaged Goods :Brands:Maxwell House,BlueKai,1.06,,,1262,,bk_67896,BlueKai
244190,In-Market:Consumer Packaged Goods :Brands:McCain,BlueKai,1.06,,,1262,,bk_67739,BlueKai
244191,In-Market:Consumer Packaged Goods :Brands:McCormick,BlueKai,1.06,,,1262,,bk_67740,BlueKai
244192,In-Market:Consumer Packaged Goods :Brands:Minute Maid,BlueKai,1.06,,,1262,,bk_67521,BlueKai
244193,In-Market:Consumer Packaged Goods :Brands:Mirenesse ,BlueKai,1.06,,,1262,,bk_14006,BlueKai
244194,In-Market:Consumer Packaged Goods :Brands:MoonPie,BlueKai,1.06,,,1262,,bk_67846,BlueKai
244195,In-Market:Consumer Packaged Goods :Brands:Mott's,BlueKai,1.06,,,1262,,bk_67520,BlueKai
244196,In-Market:Consumer Packaged Goods :Brands:Muir Glen,BlueKai,1.06,,,1262,,bk_67847,BlueKai
244197,In-Market:Consumer Packaged Goods :Brands:Musselman's,BlueKai,1.06,,,1262,,bk_67677,BlueKai
244198,In-Market:Consumer Packaged Goods :Brands:Nabisco,BlueKai,1.06,,,1262,,bk_67523,BlueKai
244199,In-Market:Consumer Packaged Goods :Brands:Nair,BlueKai,1.06,,,1262,,bk_13983,BlueKai
244200,In-Market:Consumer Packaged Goods :Brands:Nature Valley,BlueKai,1.06,,,1262,,bk_67897,BlueKai
244201,In-Market:Consumer Packaged Goods :Brands:Nature's Own,BlueKai,1.06,,,1262,,bk_67848,BlueKai
244202,In-Market:Consumer Packaged Goods :Brands:Nature's Promise,BlueKai,1.06,,,1262,,bk_37237,BlueKai
244203,In-Market:Consumer Packaged Goods :Brands:Near East,BlueKai,1.06,,,1262,,bk_67849,BlueKai
244204,In-Market:Consumer Packaged Goods :Brands:Nestea,BlueKai,1.06,,,1262,,bk_67689,BlueKai
244205,In-Market:Consumer Packaged Goods :Brands:Nestle,BlueKai,1.06,,,1262,,bk_67741,BlueKai
244206,In-Market:Consumer Packaged Goods :Brands:Neutrogena,BlueKai,1.06,,,1262,,bk_12861,BlueKai
244207,In-Market:Consumer Packaged Goods :Brands:Nips,BlueKai,1.06,,,1262,,bk_67661,BlueKai
244208,In-Market:Consumer Packaged Goods :Brands:NovaLash ,BlueKai,1.06,,,1262,,bk_14005,BlueKai
244209,In-Market:Consumer Packaged Goods :Brands:Noxzema ,BlueKai,1.06,,,1262,,bk_14004,BlueKai
244210,In-Market:Consumer Packaged Goods :Brands:Ocean Spray,BlueKai,1.06,,,1262,,bk_67674,BlueKai
244211,In-Market:Consumer Packaged Goods :Brands:Oikos,BlueKai,1.06,,,1262,,bk_37236,BlueKai
244212,In-Market:Consumer Packaged Goods :Brands:Olay,BlueKai,1.06,,,1262,,bk_13972,BlueKai
244213,In-Market:Consumer Packaged Goods :Brands:Old El Paso,BlueKai,1.06,,,1262,,bk_67742,BlueKai
244214,In-Market:Consumer Packaged Goods :Brands:Old Orchard,BlueKai,1.06,,,1262,,bk_30324,BlueKai
244215,In-Market:Consumer Packaged Goods :Brands:Ore-Ida,BlueKai,1.06,,,1262,,bk_67850,BlueKai
244216,In-Market:Consumer Packaged Goods :Brands:Oreo,BlueKai,1.06,,,1262,,bk_67743,BlueKai
244217,In-Market:Consumer Packaged Goods :Brands:Organix,BlueKai,1.06,,,1262,,bk_14003,BlueKai
244218,In-Market:Consumer Packaged Goods :Brands:Origins,BlueKai,1.06,,,1262,,bk_13982,BlueKai
244219,In-Market:Consumer Packaged Goods :Brands:Ortega,BlueKai,1.06,,,1262,,bk_67744,BlueKai
244220,In-Market:Consumer Packaged Goods :Brands:Oscar Mayer,BlueKai,1.06,,,1262,,bk_67678,BlueKai
244221,In-Market:Consumer Packaged Goods :Brands:Osem,BlueKai,1.06,,,1262,,bk_67851,BlueKai
244222,In-Market:Consumer Packaged Goods :Brands:Our Family,BlueKai,1.06,,,1262,,bk_30325,BlueKai
244223,In-Market:Consumer Packaged Goods :Brands:P&S Ravioli Co.,BlueKai,1.06,,,1262,,bk_67852,BlueKai
244224,In-Market:Consumer Packaged Goods :Brands:Palmolive,BlueKai,1.06,,,1262,,bk_67651,BlueKai
244225,In-Market:Consumer Packaged Goods :Brands:Pampers,BlueKai,1.06,,,1262,,bk_67853,BlueKai
244226,In-Market:Consumer Packaged Goods :Brands:Pantene,BlueKai,1.06,,,1262,,bk_13981,BlueKai
244227,In-Market:Consumer Packaged Goods :Brands:Paul Mitchell,BlueKai,1.06,,,1262,,bk_12862,BlueKai
244228,In-Market:Consumer Packaged Goods :Brands:Penley,BlueKai,1.06,,,1262,,bk_67854,BlueKai
244229,In-Market:Consumer Packaged Goods :Brands:Pepsi,BlueKai,1.06,,,1262,,bk_38908,BlueKai
244230,In-Market:Consumer Packaged Goods :Brands:Perfect Formula,BlueKai,1.06,,,1262,,bk_14002,BlueKai
244231,In-Market:Consumer Packaged Goods :Brands:Peter Pan,BlueKai,1.06,,,1262,,bk_67683,BlueKai
244232,In-Market:Consumer Packaged Goods :Brands:Philadelphia,BlueKai,1.06,,,1262,,bk_67679,BlueKai
244233,In-Market:Consumer Packaged Goods :Brands:Pillsbury,BlueKai,1.06,,,1262,,bk_67508,BlueKai
244234,In-Market:Consumer Packaged Goods :Brands:Pond's,BlueKai,1.06,,,1262,,bk_14001,BlueKai
244235,In-Market:Consumer Packaged Goods :Brands:Pop Secret,BlueKai,1.06,,,1262,,bk_30326,BlueKai
244236,In-Market:Consumer Packaged Goods :Brands:Pop-Tarts,BlueKai,1.06,,,1262,,bk_67745,BlueKai
244237,In-Market:Consumer Packaged Goods :Brands:Premium Standard Farms,BlueKai,1.06,,,1262,,bk_30327,BlueKai
244238,In-Market:Consumer Packaged Goods :Brands:Prescriptives,BlueKai,1.06,,,1262,,bk_13974,BlueKai
244239,In-Market:Consumer Packaged Goods :Brands:PRIVE,BlueKai,1.06,,,1262,,bk_14000,BlueKai
244240,In-Market:Consumer Packaged Goods :Brands:Progresso,BlueKai,1.06,,,1262,,bk_67525,BlueKai
244241,In-Market:Consumer Packaged Goods :Brands:Purex,BlueKai,1.06,,,1262,,bk_30328,BlueKai
244242,In-Market:Consumer Packaged Goods :Brands:Purina,BlueKai,1.06,,,1262,,bk_30329,BlueKai
244243,In-Market:Consumer Packaged Goods :Brands:Q-Tips,BlueKai,1.06,,,1262,,bk_67703,BlueKai
244244,In-Market:Consumer Packaged Goods :Brands:Quaker,BlueKai,1.06,,,1262,,bk_30330,BlueKai
244245,In-Market:Consumer Packaged Goods :Brands:Red,BlueKai,1.06,,,1262,,bk_37705,BlueKai
244246,In-Market:Consumer Packaged Goods :Brands:Red Bull,BlueKai,1.06,,,1262,,bk_67855,BlueKai
244247,In-Market:Consumer Packaged Goods :Brands:Remington ,BlueKai,1.06,,,1262,,bk_13999,BlueKai
244248,In-Market:Consumer Packaged Goods :Brands:Revlon,BlueKai,1.06,,,1262,,bk_13980,BlueKai
244249,In-Market:Consumer Packaged Goods :Brands:Reynolds Wrap,BlueKai,1.06,,,1262,,bk_67746,BlueKai
244250,In-Market:Consumer Packaged Goods :Brands:Rice Krispies,BlueKai,1.06,,,1262,,bk_67856,BlueKai
244251,In-Market:Consumer Packaged Goods :Brands:Rimmel London,BlueKai,1.06,,,1262,,bk_13998,BlueKai
244252,In-Market:Consumer Packaged Goods :Brands:Ritz,BlueKai,1.06,,,1262,,bk_67747,BlueKai
244253,In-Market:Consumer Packaged Goods :Brands:Ronzoni,BlueKai,1.06,,,1262,,bk_67668,BlueKai
244254,In-Market:Consumer Packaged Goods :Brands:Ruffles,BlueKai,1.06,,,1262,,bk_67857,BlueKai
244255,In-Market:Consumer Packaged Goods :Brands:Russer,BlueKai,1.06,,,1262,,bk_67898,BlueKai
244256,In-Market:Consumer Packaged Goods :Brands:Santitas,BlueKai,1.06,,,1262,,bk_67899,BlueKai
244257,In-Market:Consumer Packaged Goods :Brands:Sara Lee,BlueKai,1.06,,,1262,,bk_67693,BlueKai
244258,In-Market:Consumer Packaged Goods :Brands:Sargento,BlueKai,1.06,,,1262,,bk_67748,BlueKai
244259,In-Market:Consumer Packaged Goods :Brands:Scallions,BlueKai,1.06,,,1262,,bk_37704,BlueKai
244260,In-Market:Consumer Packaged Goods :Brands:Scope,BlueKai,1.06,,,1262,,bk_67702,BlueKai
244261,In-Market:Consumer Packaged Goods :Brands:Scott,BlueKai,1.06,,,1262,,bk_67858,BlueKai
244262,In-Market:Consumer Packaged Goods :Brands:Scrubbing Bubbles,BlueKai,1.06,,,1262,,bk_67682,BlueKai
244263,In-Market:Consumer Packaged Goods :Brands:scunci,BlueKai,1.06,,,1262,,bk_13979,BlueKai
244264,In-Market:Consumer Packaged Goods :Brands:Sephora,BlueKai,1.06,,,1262,,bk_14550,BlueKai
244265,In-Market:Consumer Packaged Goods :Brands:Seviroli,BlueKai,1.06,,,1262,,bk_67749,BlueKai
244266,In-Market:Consumer Packaged Goods :Brands:Shedd's Spread,BlueKai,1.06,,,1262,,bk_67697,BlueKai
244267,In-Market:Consumer Packaged Goods :Brands:ShopRite,BlueKai,1.06,,,1262,,bk_37687,BlueKai
244268,In-Market:Consumer Packaged Goods :Brands:shu uemura,BlueKai,1.06,,,1262,,bk_13997,BlueKai
244269,In-Market:Consumer Packaged Goods :Brands:Silk,BlueKai,1.06,,,1262,,bk_67669,BlueKai
244270,In-Market:Consumer Packaged Goods :Brands:Simply Orange,BlueKai,1.06,,,1262,,bk_67900,BlueKai
244271,In-Market:Consumer Packaged Goods :Brands:SK-II,BlueKai,1.06,,,1262,,bk_13996,BlueKai
244272,In-Market:Consumer Packaged Goods :Brands:Skippy,BlueKai,1.06,,,1262,,bk_30331,BlueKai
244273,In-Market:Consumer Packaged Goods :Brands:Smart Balance,BlueKai,1.06,,,1262,,bk_67859,BlueKai
244274,In-Market:Consumer Packaged Goods :Brands:Smithfield,BlueKai,1.06,,,1262,,bk_67860,BlueKai
244275,In-Market:Consumer Packaged Goods :Brands:SnackWell's,BlueKai,1.06,,,1262,,bk_67670,BlueKai
244276,In-Market:Consumer Packaged Goods :Brands:Snuggle,BlueKai,1.06,,,1262,,bk_67676,BlueKai
244277,In-Market:Consumer Packaged Goods :Brands:Snyder's of Hanover,BlueKai,1.06,,,1262,,bk_67750,BlueKai
244278,In-Market:Consumer Packaged Goods :Brands:Sparkle,BlueKai,1.06,,,1262,,bk_67695,BlueKai
244279,In-Market:Consumer Packaged Goods :Brands:Special K,BlueKai,1.06,,,1262,,bk_67861,BlueKai
244280,In-Market:Consumer Packaged Goods :Brands:Splenda,BlueKai,1.06,,,1262,,bk_67654,BlueKai
244281,In-Market:Consumer Packaged Goods :Brands:Sprite,BlueKai,1.06,,,1262,,bk_67663,BlueKai
244282,In-Market:Consumer Packaged Goods :Brands:St. Ives,BlueKai,1.06,,,1262,,bk_13993,BlueKai
244283,In-Market:Consumer Packaged Goods :Brands:Stacy's,BlueKai,1.06,,,1262,,bk_67751,BlueKai
244284,In-Market:Consumer Packaged Goods :Brands:Stella McCartney,BlueKai,1.06,,,1262,,bk_13995,BlueKai
244285,In-Market:Consumer Packaged Goods :Brands:Stila,BlueKai,1.06,,,1262,,bk_13994,BlueKai
244286,In-Market:Consumer Packaged Goods :Brands:Stonyfield Farm,BlueKai,1.06,,,1262,,bk_67752,BlueKai
244287,In-Market:Consumer Packaged Goods :Brands:Stouffer's,BlueKai,1.06,,,1262,,bk_67515,BlueKai
244288,In-Market:Consumer Packaged Goods :Brands:Stroehmann,BlueKai,1.06,,,1262,,bk_37694,BlueKai
244289,In-Market:Consumer Packaged Goods :Brands:Suave,BlueKai,1.06,,,1262,,bk_13992,BlueKai
244290,In-Market:Consumer Packaged Goods :Brands:Sugar In The Raw,BlueKai,1.06,,,1262,,bk_67863,BlueKai
244291,In-Market:Consumer Packaged Goods :Brands:Sun Laboratories,BlueKai,1.06,,,1262,,bk_13991,BlueKai
244292,In-Market:Consumer Packaged Goods :Brands:Sunlight,BlueKai,1.06,,,1262,,bk_30332,BlueKai
244293,In-Market:Consumer Packaged Goods :Brands:SuperPretzel,BlueKai,1.06,,,1262,,bk_67864,BlueKai
244294,In-Market:Consumer Packaged Goods :Brands:Swanson,BlueKai,1.06,,,1262,,bk_67655,BlueKai
244295,In-Market:Consumer Packaged Goods :Brands:Swiffer,BlueKai,1.06,,,1262,,bk_67865,BlueKai
244296,In-Market:Consumer Packaged Goods :Brands:Thomas',BlueKai,1.06,,,1262,,bk_37696,BlueKai
244297,In-Market:Consumer Packaged Goods :Brands:Tide,BlueKai,1.06,,,1262,,bk_67688,BlueKai
244298,In-Market:Consumer Packaged Goods :Brands:Tidy Cats,BlueKai,1.06,,,1262,,bk_30333,BlueKai
244299,In-Market:Consumer Packaged Goods :Brands:Tostitos,BlueKai,1.06,,,1262,,bk_67522,BlueKai
244300,In-Market:Consumer Packaged Goods :Brands:TRESemme,BlueKai,1.06,,,1262,,bk_12863,BlueKai
244301,In-Market:Consumer Packaged Goods :Brands:Tropicana,BlueKai,1.06,,,1262,,bk_37693,BlueKai
244302,In-Market:Consumer Packaged Goods :Brands:Turkey Hill,BlueKai,1.06,,,1262,,bk_67524,BlueKai
244303,In-Market:Consumer Packaged Goods :Brands:Tyson,BlueKai,1.06,,,1262,,bk_37703,BlueKai
244304,In-Market:Consumer Packaged Goods :Brands:Uncle Ben's,BlueKai,1.06,,,1262,,bk_67753,BlueKai
244305,In-Market:Consumer Packaged Goods :Brands:Utz,BlueKai,1.06,,,1262,,bk_67754,BlueKai
244306,In-Market:Consumer Packaged Goods :Brands:Vaseline,BlueKai,1.06,,,1262,,bk_13990,BlueKai
244307,In-Market:Consumer Packaged Goods :Brands:Velveeta,BlueKai,1.06,,,1262,,bk_67901,BlueKai
244308,In-Market:Consumer Packaged Goods :Brands:Victorias Secret,BlueKai,1.06,,,1262,,bk_13978,BlueKai
244309,In-Market:Consumer Packaged Goods :Brands:Vita-Betic,BlueKai,1.06,,,1262,,bk_37688,BlueKai
244310,In-Market:Consumer Packaged Goods :Brands:Viva,BlueKai,1.06,,,1262,,bk_30334,BlueKai
244311,In-Market:Consumer Packaged Goods :Brands:Weight Watchers,BlueKai,1.06,,,1262,,bk_67902,BlueKai
244312,In-Market:Consumer Packaged Goods :Brands:Weleda ,BlueKai,1.06,,,1262,,bk_13989,BlueKai
244313,In-Market:Consumer Packaged Goods :Brands:Wheat Thins,BlueKai,1.06,,,1262,,bk_67866,BlueKai
244314,In-Market:Consumer Packaged Goods :Brands:Wholey,BlueKai,1.06,,,1262,,bk_67867,BlueKai
244315,In-Market:Consumer Packaged Goods :Brands:Windex,BlueKai,1.06,,,1262,,bk_67868,BlueKai
244316,In-Market:Consumer Packaged Goods :Brands:Wise,BlueKai,1.06,,,1262,,bk_67869,BlueKai
244317,In-Market:Consumer Packaged Goods :Brands:Wonder,BlueKai,1.06,,,1262,,bk_67685,BlueKai
244318,In-Market:Consumer Packaged Goods :Brands:Yoplait,BlueKai,1.06,,,1262,,bk_37697,BlueKai
244319,In-Market:Consumer Packaged Goods :Brands:York,BlueKai,1.06,,,1262,,bk_67903,BlueKai
244320,In-Market:Consumer Packaged Goods :Brands:Zeno,BlueKai,1.06,,,1262,,bk_13988,BlueKai
244321,In-Market:Consumer Packaged Goods :Brands:Ziploc,BlueKai,1.06,,,1262,,bk_30335,BlueKai
244322,In-Market:Retail:Electronics,BlueKai,0.77,,,1262,,bk_151,BlueKai
244323,In-Market:Retail:Electronics:Accessories,BlueKai,0.77,,,1262,,bk_24108,BlueKai
244324,In-Market:Retail:Electronics:Accessories:A/V Accessories & Cables,BlueKai,0.77,,,1262,,bk_3373,BlueKai
244325,In-Market:Retail:Electronics:Accessories:A/V Accessories & Cables:Audio Cables ,BlueKai,0.77,,,1262,,bk_3510,BlueKai
244326,In-Market:Retail:Electronics:Accessories:A/V Accessories & Cables:Headphones & Headsets,BlueKai,0.77,,,1262,,bk_4889,BlueKai
244327,In-Market:Retail:Electronics:Accessories:A/V Accessories & Cables:Surge Protection & Filtration,BlueKai,0.77,,,1262,,bk_3617,BlueKai
244328,In-Market:Retail:Electronics:Accessories:A/V Accessories & Cables:Video Cables ,BlueKai,0.77,,,1262,,bk_3488,BlueKai
244329,In-Market:Retail:Electronics:Accessories:Batteries & Chargers,BlueKai,0.77,,,1262,,bk_3413,BlueKai
244330,In-Market:Retail:Electronics:Accessories:Batteries & Chargers:Batteries,BlueKai,0.77,,,1262,,bk_3414,BlueKai
244331,In-Market:Retail:Electronics:Accessories:Batteries & Chargers:Battery Chargers,BlueKai,0.77,,,1262,,bk_3472,BlueKai
244332,In-Market:Retail:Electronics:Accessories:Carrying Cases,BlueKai,0.77,,,1262,,bk_27762,BlueKai
244333,In-Market:Retail:Electronics:Accessories:Memory Cards,BlueKai,0.77,,,1262,,bk_24019,BlueKai
244334,In-Market:Retail:Electronics:Accessories:Memory Cards:SD Cards,BlueKai,0.77,,,1262,,bk_10389,BlueKai
244335,In-Market:Retail:Electronics:Accessories:Remote Controls,BlueKai,0.77,,,1262,,bk_24109,BlueKai
244336,In-Market:Retail:Electronics:Accessories:Travel Adaptors,BlueKai,0.77,,,1262,,bk_14376,BlueKai
244337,In-Market:Retail:Electronics:Audio,BlueKai,0.77,,,1262,,bk_28831,BlueKai
244338,In-Market:Retail:Electronics:Audio:Home,BlueKai,0.77,,,1262,,bk_3364,BlueKai
244339,In-Market:Retail:Electronics:Audio:Home:Amplifiers,BlueKai,0.77,,,1262,,bk_3381,BlueKai
244340,In-Market:Retail:Electronics:Audio:Home:Cassette Decks,BlueKai,0.77,,,1262,,bk_3616,BlueKai
244341,In-Market:Retail:Electronics:Audio:Home:CD Players ,BlueKai,0.77,,,1262,,bk_3475,BlueKai
244342,In-Market:Retail:Electronics:Audio:Home:Crossovers,BlueKai,0.77,,,1262,,bk_4988,BlueKai
244343,In-Market:Retail:Electronics:Audio:Home:Digital Music Players/Servers,BlueKai,0.77,,,1262,,bk_3474,BlueKai
244344,In-Market:Retail:Electronics:Audio:Home:Digital Voice Recorders,BlueKai,0.77,,,1262,,bk_7231,BlueKai
244345,In-Market:Retail:Electronics:Audio:Home:Equalizers,BlueKai,0.77,,,1262,,bk_3401,BlueKai
244346,In-Market:Retail:Electronics:Audio:Home:Karaoke Equipment,BlueKai,0.77,,,1262,,bk_94390,BlueKai
244347,In-Market:Retail:Electronics:Audio:Home:MiniDisc Players,BlueKai,0.77,,,1262,,bk_5155,BlueKai
244348,In-Market:Retail:Electronics:Audio:Home:MP3 Players ,BlueKai,0.77,,,1262,,bk_6844,BlueKai
244349,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Accessories,BlueKai,0.77,,,1262,,bk_3377,BlueKai
244350,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Accessories:Batteries,BlueKai,0.77,,,1262,,bk_89997,BlueKai
244351,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Accessories:Brands,BlueKai,0.77,,,1262,,bk_9611,BlueKai
244352,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Accessories:Brands:iPod,BlueKai,0.77,,,1262,,bk_7645,BlueKai
244353,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Accessories:Brands:Skullcandy,BlueKai,0.77,,,1262,,bk_9612,BlueKai
244354,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Accessories:Skins,BlueKai,0.77,,,1262,,bk_7565,BlueKai
244355,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Accessories:Sound Systems,BlueKai,0.77,,,1262,,bk_89999,BlueKai
244356,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Brands,BlueKai,0.77,,,1262,,bk_3355,BlueKai
244357,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Brands:iPod,BlueKai,0.77,,,1262,,bk_6001,BlueKai
244358,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Brands:iPod:Classic,BlueKai,0.77,,,1262,,bk_7644,BlueKai
244359,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Brands:iPod:Nano,BlueKai,0.77,,,1262,,bk_7643,BlueKai
244360,In-Market:Retail:Electronics:Audio:Home:MP3 Players :Brands:iPod:Shuffle,BlueKai,0.77,,,1262,,bk_7642,BlueKai
