APNXId,displayName,dataProvider,DataCost,MinCPM,PercentOfMedia,subtype
141756,Auto:Buyers:Make:Honda:CRV,exelate,1,null,null,null
141757,Auto:Buyers:Make:Honda:Element,exelate,1,null,null,null
141758,Auto:Buyers:Make:Honda:Odyssey,exelate,1,null,null,null
141759,Auto:Buyers:Make:Honda:Pilot,exelate,1,null,null,null
141760,Auto:Buyers:Make:Hummer:H3,exelate,1,null,null,null
141761,Auto:Buyers:Make:Hyundai:Santa Fe,exelate,1,null,null,null
141762,Auto:Buyers:Make:Hyundai:Tucson,exelate,1,null,null,null
141763,Auto:Buyers:Make:Infiniti:FX35,exelate,1,null,null,null
141764,Auto:Buyers:Make:Jeep:Commander,exelate,1,null,null,null
141765,Auto:Buyers:Make:Jeep:Compass,exelate,1,null,null,null
141766,Auto:Buyers:Make:Jeep:Grand Cherokee,exelate,1,null,null,null
141767,Auto:Buyers:Make:Jeep:Liberty,exelate,1,null,null,null
141768,Auto:Buyers:Make:Jeep:Patriot,exelate,1,null,null,null
141769,Auto:Buyers:Make:Jeep:Wrangler,exelate,1,null,null,null
141770,Auto:Buyers:Make:Kia:Sedona,exelate,1,null,null,null
141771,Auto:Buyers:Make:Kia:Sorento,exelate,1,null,null,null
141772,Auto:Buyers:Make:Kia:Sportage,exelate,1,null,null,null
141773,Auto:Buyers:Make:Land Rover:LR3,exelate,1,null,null,null
141774,Auto:Buyers:Make:Land Rover:Range Rover,exelate,1,null,null,null
141775,Auto:Buyers:Make:Land-Rover:Freelander,exelate,1,null,null,null
141776,Auto:Buyers:Make:Lexus:ES 350,exelate,1,null,null,null
141777,Auto:Buyers ~ Make:Lexus:RX 350,exelate,1,null,null,null
141778,Auto:Buyers:Make:Lincoln:Aviator,exelate,1,null,null,null
141779,Auto:Buyers:Make:Lincoln:MKS,exelate,1,null,null,null
141780,Auto:Buyers:Make:Lincoln:MKX,exelate,1,null,null,null
141781,Auto:Buyers:Make:Lincoln:Navigator,exelate,1,null,null,null
141782,Auto:Buyers:Make:Mazda:CX7,exelate,1,null,null,null
141783,Auto:Buyers:Make:Mazda:CX9,exelate,1,null,null,null
141784,Auto:Buyers:Make:Mazda:MPV,exelate,1,null,null,null
141785,Auto:Buyers:Make:Mazda:Tribute,exelate,1,null,null,null
141786,Auto:Buyers:Make:Mercedes:C Class,exelate,1,null,null,null
141787,Auto:Buyers:Make:Mercury:Monterey,exelate,1,null,null,null
141788,Auto:Buyers:Make:Mercury:Mountaineer,exelate,1,null,null,null
141789,Auto:Buyers:Make:Mitsubishi:Montero,exelate,1,null,null,null
141790,Auto:Buyers:Make:Mitsubishi:Outlander,exelate,1,null,null,null
141791,Auto:Buyers:Make:Nissan:Altima,exelate,1,null,null,null
141792,Auto:Buyers:Make:Nissan:Armada,exelate,1,null,null,null
141793,Auto:Buyers:Make:Nissan:Frontier,exelate,1,null,null,null
141794,Auto:Buyers:Make:Nissan:Maxima,exelate,1,null,null,null
141795,Auto:Buyers:Make:Nissan:Murano,exelate,1,null,null,null
141796,Auto:Buyers:Make:Nissan:Pathfinder,exelate,1,null,null,null
141797,Auto:Buyers:Make:Nissan:Quest,exelate,1,null,null,null
141798,Auto:Buyers:Make:Nissan:Rogue,exelate,1,null,null,null
141799,Auto:Buyers:Make:Nissan:Sentra,exelate,1,null,null,null
141800,Auto:Buyers:Make:Nissan:Titan,exelate,1,null,null,null
141801,Auto:Buyers:Make:Nissan:Versa,exelate,1,null,null,null
141802,Auto:Buyers:Make:Nissan:Xterra,exelate,1,null,null,null
141803,Auto:Buyers:Make:Pontiac:Bonneville,exelate,1,null,null,null
141804,Auto:Buyers:Make:Pontiac:G6,exelate,1,null,null,null
141805,Auto:Buyers:Make:Pontiac:Grand Prix,exelate,1,null,null,null
141806,Auto:Buyers:Make:Pontiac:Torrent,exelate,1,null,null,null
141807,Auto:Buyers:Make:Pontiac:Vibe,exelate,1,null,null,null
141808,Auto:Buyers:Make:Saturn:Outlook,exelate,1,null,null,null
141809,Auto:Buyers:Make:Saturn:Relay,exelate,1,null,null,null
141810,Auto:Buyers:Make:Saturn:Vue,exelate,1,null,null,null
141811,Auto:Buyers:Make:Subaru:Forester,exelate,1,null,null,null
141812,Auto:Buyers:Make:Subaru:Impreza,exelate,1,null,null,null
141813,Auto:Buyers:Make:Subaru:Legacy,exelate,1,null,null,null
141814,Auto:Buyers:Make:Toyota:4 Runner,exelate,1,null,null,null
141815,Auto:Buyers:Make:Toyota:Avalon,exelate,1,null,null,null
141816,Auto:Buyers:Make:Toyota:Camry,exelate,1,null,null,null
141817,Auto:Buyers:Make:Toyota:Corolla,exelate,1,null,null,null
141818,Auto:Buyers:Make:Toyota:FJ Cruiser,exelate,1,null,null,null
141819,Auto:Buyers:Make:Toyota:Highlander,exelate,1,null,null,null
141820,Auto:Buyers:Make:Toyota:Matrix,exelate,1,null,null,null
141821,Auto:Buyers:Make:Toyota:Rav4,exelate,1,null,null,null
141822,Auto:Buyers:Make:Toyota:Sequoia,exelate,1,null,null,null
141823,Auto:Buyers:Make:Toyota:Sienna,exelate,1,null,null,null
141824,Auto:Buyers:Make:Toyota:Tacoma,exelate,1,null,null,null
141825,Auto:Buyers:Make:Toyota:Tundra,exelate,1,null,null,null
141826,Auto:Buyers ~ Make:Volvo:C70/XC70,exelate,1,null,null,null
141827,Auto:Buyers:Make:Volvo:S60,exelate,1,null,null,null
141828,Auto:Buyers:Make:Volvo:XC90,exelate,1,null,null,null
141829,Auto:Buyers:Make:VW:Jetta,exelate,1,null,null,null
141830,Shopping:Auto Parts and Repair,exelate,1,null,null,null
141831,Shopping:Business and Office Supply,exelate,1,null,null,null
141832,Shopping:Fashion:Accessories,exelate,1,null,null,null
141833,Shopping:Fashion:Apparel,exelate,1,null,null,null
141834,Shopping:Fashion:Men,exelate,1,null,null,null
141835,Shopping:Fashion:Shoes,exelate,1,null,null,null
141836,Shopping:Fashion:Women,exelate,1,null,null,null
141837,Shopping:Flowers and Gifts,exelate,1,null,null,null
141838,Shopping:Home and Garden,exelate,1,null,null,null
141839,Shopping:Home and Garden:Bed and Bath,exelate,1,null,null,null
141840,Shopping:Home and Garden:Decor,exelate,1,null,null,null
141841,Shopping:Home and Garden:Kitchen,exelate,1,null,null,null
141842,Shopping:Home and Garden:Lighting,exelate,1,null,null,null
141843,Shopping:Home and Garden:Outdoor,exelate,1,null,null,null
141844,Shopping:Personal Tech:Apple Products,exelate,1,null,null,null
141845,Shopping:Pets,exelate,1,null,null,null
141846,Travel:Asia,exelate,1,null,null,null
141847,Travel:Asia:Hong Kong,exelate,1,null,null,null
141848,Travel:Asia:Japan,exelate,1,null,null,null
141849,Travel:Asia:Philippines,exelate,1,null,null,null
141850,Travel:Asia:Thailand,exelate,1,null,null,null
141851,Travel:Australia,exelate,1,null,null,null
141852,Travel:Canada,exelate,1,null,null,null
141853,Travel:Car Rentals,exelate,1,null,null,null
141854,Travel:Europe:France,exelate,1,null,null,null
141855,Travel:Europe:Germany,exelate,1,null,null,null
141856,Travel:Europe:Greece,exelate,1,null,null,null
141857,Travel:Europe:Italy,exelate,1,null,null,null
141858,Travel:Europe:Netherlands,exelate,1,null,null,null
141859,Travel:Europe:Portugal,exelate,1,null,null,null
141860,Travel:Europe:Spain,exelate,1,null,null,null
141861,Travel:Europe:United kingdom,exelate,1,null,null,null
141862,Travel:South America,exelate,1,null,null,null
141863,Travel:USA:Alabama,exelate,1,null,null,null
141864,Travel:USA:California:Los Angeles,exelate,1,null,null,null
141865,Travel:USA:Colorado,exelate,1,null,null,null
141866,Travel:USA:Maryland,exelate,1,null,null,null
141867,Travel:USA:North Carolina,exelate,1,null,null,null
141868,Travel:USA:South Carolina,exelate,1,null,null,null
141869,Travel:USA:Texas,exelate,1,null,null,null
141870,Travel:USA:Washington DC,exelate,1,null,null,null
141871,Hobbies:Art,exelate,1,null,null,null
141872,Hobbies:Board Games,exelate,1,null,null,null
141873,Hobbies:Card Games,exelate,1,null,null,null
141874,Hobbies:Comics,exelate,1,null,null,null
141875,Hobbies:Gardening,exelate,1,null,null,null
141876,Hobbies:Nightlife,exelate,1,null,null,null
141877,Hobbies:Photography,exelate,1,null,null,null
141878,Hobbies:Playing Music,exelate,0.85,null,null,null
141879,Hobbies:Reading,exelate,0.85,null,null,null
141880,Job Seekers,exelate,0.85,null,null,null
141881,Pets,exelate,0.85,null,null,null
141882,Sports:Boxing,exelate,0.85,null,null,null
141883,Sports:College Basketball,exelate,0.85,null,null,null
141884,Sports:College Football,exelate,0.85,null,null,null
141885,Sports:Golf,exelate,0.85,null,null,null
141886,Sports:MLB,exelate,0.85,null,null,null
141887,Sports:NBA,exelate,0.85,null,null,null
141888,Sports:NFL,exelate,0.85,null,null,null
141889,Sports:NHL,exelate,0.85,null,null,null
141890,Sports:Pro Wrestling,exelate,0.85,null,null,null
141891,Sports:Tennis,exelate,0.85,null,null,null
141892,Sports:World Football,exelate,0.85,null,null,null
141893,Health,Peer39,null,0.05,0.15,null
141894,Health:Diet&Fitness,Peer39,null,0.05,0.15,null
141895,Health:Optical,Peer39,null,0.05,0.15,null
141896,Health:Conditions&Diseases,Peer39,null,0.05,0.15,null
141897,Home&Garden,Peer39,null,0.05,0.15,null
141898,Home&Garden:Lawn&Garden,Peer39,null,0.05,0.15,null
141899,Negative,Peer39,0.05,null,null,null
141900,Negative:Terror,Peer39,0.05,null,null,null
141901,Negative:Disasters,Peer39,0.05,null,null,null
141902,News,Peer39,null,0.05,0.15,null
141903,News:Weather,Peer39,null,0.05,0.15,null
141904,News:Europe,Peer39,null,0.05,0.15,null
141905,News:Africa&MiddleEast,Peer39,null,0.05,0.15,null
141906,News:LatinAmerica,Peer39,null,0.05,0.15,null
141907,Parenting&Kids:Pregnancy,Peer39,null,0.05,0.15,null
141908,Sports:Football,Peer39,null,0.05,0.15,null
141909,Sports:Hockey,Peer39,null,0.05,0.15,null
141910,Food&Beverage:AlcoholicDrinks,Peer39,null,0.05,0.15,null
141911,Internet:Recreation&Games,Peer39,null,0.05,0.15,null
141912,Recreation&Games:Gambling,Peer39,null,0.05,0.15,null
141913,Sports,Peer39,null,0.05,0.15,null
141914,Recreation&Games:OutdoorRecreation,Peer39,null,0.05,0.15,null
141915,Travel,Peer39,null,0.05,0.15,null
141916,Travel:Air,Peer39,null,0.05,0.15,null
141917,Sports:Baseball,Peer39,null,0.05,0.15,null
141918,Sports:Basketball,Peer39,null,0.05,0.15,null
141919,Sports:Boxing,Peer39,null,0.05,0.15,null
141920,Sports:Golf,Peer39,null,0.05,0.15,null
141921,Sports:Tennis,Peer39,null,0.05,0.15,null
141922,Sports:Soccer,Peer39,null,0.05,0.15,null
141923,Sports:HorseRacing,Peer39,null,0.05,0.15,null
141924,Pets,Peer39,null,0.05,0.15,null
141925,Sciences,Peer39,null,0.05,0.15,null
141926,Internet,Peer39,null,0.05,0.15,null
141927,Internet:UGC:VideoPhotoSharing,Peer39,null,0.05,0.15,null
141928,Internet:Search&Info,Peer39,null,0.05,0.15,null
141929,Sports:WinterSports,Peer39,null,0.05,0.15,null
141930,Internet:UGC:SocialNetworks,Peer39,null,0.05,0.15,null
141931,Style&Fashion,Peer39,null,0.05,0.15,null
141932,Style&Fashion:Clothing&Accessories,Peer39,null,0.05,0.15,null
141933,Style&Fashion:HairCare,Peer39,null,0.05,0.15,null
141934,Style&Fashion:SkinCare,Peer39,null,0.05,0.15,null
141935,Business,Peer39,null,0.05,0.15,null
141936,Business:Economics,Peer39,null,0.05,0.15,null
141937,Business:SmallBusiness,Peer39,null,0.05,0.15,null
141938,PersonalFinance,Peer39,null,0.05,0.15,null
141939,Technology,Peer39,null,0.05,0.15,null
141940,Arts&Entertainment:Movies&Videos,Peer39,null,0.05,0.15,null
141941,Arts&Entertainment:DiningOut,Peer39,null,0.05,0.15,null
141942,Arts&Entertainment:VisualArts,Peer39,null,0.05,0.15,null
141943,Education:College&University,Peer39,null,0.05,0.15,null
141944,Environment:Conservation,Peer39,null,0.05,0.15,null
141945,Environment:GlobalWarming,Peer39,null,0.05,0.15,null
141946,Relationships,Peer39,null,0.05,0.15,null
141947,Technology:Computers:Hardware,Peer39,null,0.05,0.15,null
141948,Technology:HomeEntertainment,Peer39,null,0.05,0.15,null
141949,Technology:mp3Players,Peer39,null,0.05,0.15,null
141950,Food&Beverage:Cooking,Peer39,null,0.05,0.15,null
141951,Health:Dental,Peer39,null,0.05,0.15,null
141952,Health:Mental,Peer39,null,0.05,0.15,null
141953,Health:Treatment,Peer39,null,0.05,0.15,null
141954,Home&Garden:Cleaning&Laundry,Peer39,null,0.05,0.15,null
141955,Negative:Mature,Peer39,0.05,null,null,null
141956,Negative:Crime,Peer39,0.05,null,null,null
141957,News:Politics,Peer39,null,0.05,0.15,null
141958,News:US&Canada,Peer39,null,0.05,0.15,null
141959,News:AsiaPacific,Peer39,null,0.05,0.15,null
141960,News:Australia&NewZealand,Peer39,null,0.05,0.15,null
141961,Parenting&Kids,Peer39,null,0.05,0.15,null
141962,Parenting&Kids:Babies,Peer39,null,0.05,0.15,null
141963,Automotive,Peer39,null,0.05,0.15,null
141964,Automotive:Vehicles,Peer39,null,0.05,0.15,null
141965,Automotive:Vehicles:Motorcycles,Peer39,null,0.05,0.15,null
141966,Automotive:Maintenance,Peer39,null,0.05,0.15,null
141967,Style&Fashion:Cosmetics,Peer39,null,0.05,0.15,null
141968,RealEstate,Peer39,null,0.05,0.15,null
141969,Careers,Peer39,null,0.05,0.15,null
141970,Arts&Entertainment,Peer39,null,0.05,0.15,null
141971,Technology:Computers,Peer39,null,0.05,0.15,null
141972,Arts&Entertainment:Music,Peer39,null,0.05,0.15,null
141973,Arts&Entertainment:Celebrities,Peer39,null,0.05,0.15,null
141974,Arts&Entertainment:Books&Literature,Peer39,null,0.05,0.15,null
141975,Education,Peer39,null,0.05,0.15,null
141976,Environment,Peer39,null,0.05,0.15,null
141977,Environment:Energy,Peer39,null,0.05,0.15,null
141978,Environment:GreenLiving,Peer39,null,0.05,0.15,null
141979,Relationships:Singles&Dating,Peer39,null,0.05,0.15,null
141980,Technology:Computers:Software,Peer39,null,0.05,0.15,null
141981,Technology:Mobile,Peer39,null,0.05,0.15,null
141982,Technology:VideoGames,Peer39,null,0.05,0.15,null
141983,Food&Beverage,Peer39,null,0.05,0.15,null
141984,Internet:Graphics&Design,Peer39,null,0.05,0.15,null
141985,Shopping,Peer39,null,0.05,0.15,null
141986,Business:Corporations,Peer39,null,0.05,0.15,null
141987,Auto:Buyers:Make:Buick:LaCross,exelate,1,null,null,null
141988,Shopping:Mobile:Carrier:AT&T,exelate,1,null,null,null
141989,Shopping:Mobile:Carrier:Sprint,exelate,1,null,null,null
141990,Shopping:Mobile:Carrier:T-Mobile,exelate,1,null,null,null
141991,Shopping:Mobile:Carrier:Verizon,exelate,1,null,null,null
141992,Shopping:Mobile:Make:Apple,exelate,1,null,null,null
141993,Shopping:Mobile:Make:HTC,exelate,1,null,null,null
141994,Shopping:Mobile:Make:LG,exelate,1,null,null,null
141995,Shopping:Mobile:Make:Motorola,exelate,1,null,null,null
141996,Shopping:Mobile:Make:Nokia,exelate,1,null,null,null
141997,Shopping:Mobile:Make:Palm,exelate,1,null,null,null
141998,Shopping:Mobile:Make:RIM,exelate,1,null,null,null
141999,Shopping:Mobile:Make:Samsung,exelate,1,null,null,null
142000,Shopping:Mobile:Make:Sony Ericsson,exelate,1,null,null,null
142001,Shopping:Mobile:Platform:Android,exelate,1,null,null,null
142002,Shopping:Mobile:Platform:Blackberry,exelate,1,null,null,null
142003,Shopping:Mobile:Platform:iPhone,exelate,1,null,null,null
142004,Shopping:Mobile:Platform:Symbian,exelate,1,null,null,null
142005,Shopping:Mobile:Platform:Windows,exelate,1,null,null,null
142006,Entertainment:Music,exelate,1,null,null,null
142007,Entertainment:TV,exelate,0.85,null,null,null
142008,Peer39:PersonalFinance:Credit&Loans,exelate,0.85,null,null,null
142009,Travel:Cruise,Peer39,null,0.05,0.15,null
142010,Automotive:Manufacturers,Peer39,null,0.05,0.15,null
142011,Automotive:Buying&Selling,Peer39,null,0.05,0.15,null
142012,Health:Women,Peer39,null,0.05,0.15,null
142013,Recreation&Games,Peer39,null,0.05,0.15,null
142014,Society,Peer39,null,0.05,0.15,null
142015,Sports:MotorSports,Peer39,null,0.05,0.15,null
142016,Style&Fashion:BodyArt,Peer39,null,0.05,0.15,null
142017,:Services:Arts and Entertainment,Peer39,null,0.05,0.15,null
142018,Services:Automotive,exelate,1,null,null,null
142019,Services:Biz   Professional Service,exelate,1,null,null,null
142020,Services:Computers Internet,exelate,1,null,null,null
142021,Services:Contractors  Construction,exelate,1,null,null,null
142022,Services:Education,exelate,1,null,null,null
142023,Services:Finance and Insurance,exelate,1,null,null,null
142024,Services:Health Medicine,exelate,1,null,null,null
142025,Services:Home and Garden,exelate,1,null,null,null
142026,Services:Legal,exelate,1,null,null,null
142027,Services:Manufacturing  Production ,exelate,1,null,null,null
142028,Services:Other,exelate,1,null,null,null
142029,Services:Personal Services and Care,exelate,1,null,null,null
142030,Services:Pets,exelate,1,null,null,null
142031,Services:Real Estate  Moving  Stora,exelate,1,null,null,null
142032,Services:Religious Organizations,exelate,1,null,null,null
142033,Services:Restaurants,exelate,1,null,null,null
142034,Services:Retail Shopping,exelate,1,null,null,null
142035,Services:Sports and Recreation,exelate,1,null,null,null
142036,Services:Telecommunications,exelate,1,null,null,null
142037,Services:Travel and Transportation,exelate,1,null,null,null
142038,Negative:Profanity&HateSpeech,Peer39,0.05,null,null,null
142039,Automotive:Insurance,Peer39,null,0.05,0.15,null
142040,Negative:Drugs,Peer39,0.05,null,null,null
142041,Safe from Alcohol,Peer39,0.05,null,null,null
142042,Safe from Drugs,Peer39,0.05,null,null,null
142043,Safe from Gambling,Peer39,0.05,null,null,null
142044,Safe from Mature,Peer39,0.05,null,null,null
142045,Safe from Negative News,Peer39,0.05,null,null,null
142046,Safe from Profanity&HateSpeech,Peer39,0.05,null,null,null
142047,Arts&Entertainment:Comics&Animation,Peer39,null,0.05,0.15,null
142048,Internet:Torrent,Peer39,null,0.05,0.15,null
142049,Green Living,exelate,0.85,null,null,null
142050,Political Junkies,exelate,0.85,null,null,null
142051,Real Estate,exelate,0.85,null,null,null
142052,Tech:Enthusiasts,exelate,0.85,null,null,null
142053,Safe from Torrent,Peer39,0.05,null,null,null
142054,PersonalFinance:Taxes,Peer39,null,0.05,0.15,null
142056,Health:SexualHealth,Peer39,null,0.05,0.15,null
142057,Society:Holidays&Celebrations,Peer39,null,0.05,0.15,null
142058,Travel:Theme,Peer39,null,0.05,0.15,null
142059,Travel:Theme:Winter,Peer39,null,0.05,0.15,null
142060,PersonalFinance:Investing:ETFs,Peer39,null,0.05,0.15,null
142061,Bizo:Professional:Finance Professionals,exelate,1.75,null,null,null
142062,Bizo:Professional:High Net Worth,exelate,1.75,null,null,null
142063,Bizo:Professional:IT Professionals,exelate,1.75,null,null,null
142064,Bizo:Professional:Small Business Owners,exelate,1.75,null,null,null
142065,PersonalFinance:Investing:RetirementPlanning,Peer39,null,0.05,0.15,null
142066,Health:Men,Peer39,null,0.05,0.15,null
142496,Quality:CRE,Peer39,0.05,null,null,null
142497,Quality:Free from AdCalls,Peer39,0.05,null,null,null
142498,Quality:Free from UGC,Peer39,0.05,null,null,null
142499,Internet:AdCall,Peer39,null,0.05,0.15,null
142501,Negative:Death,Peer39,0.05,null,null,null
142502,Internet:UGC,Peer39,null,0.05,0.15,null
142503,Internet:ModeratedUGC,Peer39,null,0.05,0.15,null
142504,Society:Religion&Spirituality,Peer39,null,0.05,0.15,null
142505,Sports:WinterSports:Skiing,Peer39,null,0.05,0.15,null
142506,Recreation&Games:Hobbies&Interests,Peer39,null,0.05,0.15,null
142507,Negative:Accidents,Peer39,0.05,null,null,null
142508,Internet:Apps and Toolbars,Peer39,null,0.05,0.15,null
142509,Art,Lotame,0.75,null,null,null
142510,Art:Books & Magazines,Lotame,0.75,null,null,null
142511,Art:Photography,Lotame,0.75,null,null,null
142512,Movies,Lotame,0.75,null,null,null
142513,Movies:Action & Adventure,Lotame,0.75,null,null,null
142514,Movies:Children & Family,Lotame,0.75,null,null,null
142515,Movies:Comedy,Lotame,0.75,null,null,null
142516,Movies:Drama,Lotame,0.75,null,null,null
142517,Movies:Romance,Lotame,0.75,null,null,null
142518,Movies:Sci-Fi,Lotame,0.75,null,null,null
142519,Music,Lotame,0.75,null,null,null
142520,Music:Hip Hop & Rap,Lotame,0.75,null,null,null
142521,Music:Country,Lotame,0.75,null,null,null
142522,Music:Pop,Lotame,0.75,null,null,null
142523,Music:Rock,Lotame,0.75,null,null,null
142524,Pop Cultre & Celebrity Gossip,Lotame,0.75,null,null,null
142525,Television,Lotame,0.75,null,null,null
142526,Television:Animation & Cartoons,Lotame,0.75,null,null,null
142527,Television:Comedy,Lotame,0.75,null,null,null
142528,Television:Drama,Lotame,0.75,null,null,null
142529,Television:News,Lotame,0.75,null,null,null
142530,Televison:Reality,Lotame,0.75,null,null,null
142531,Video Games,Lotame,0.75,null,null,null
142532,Video Games:Console Games,Lotame,0.75,null,null,null
142533,Video Games:Online Games,Lotame,0.75,null,null,null
142534,Automobiles,Lotame,0.75,null,null,null
142535,Compact-sized Cars,Lotame,0.75,null,null,null
142536,Full-sized Cars,Lotame,0.75,null,null,null
142537,Luxury Cars,Lotame,0.75,null,null,null
142538,Sports Cars,Lotame,0.75,null,null,null
142539,Clothes Shopping,Lotame,0.75,null,null,null
142540,Cosmetics,Lotame,0.75,null,null,null
142541,Jewelry  Watches  & Fashion Accessories,Lotame,0.75,null,null,null
142542,Style & Fashion,Lotame,0.75,null,null,null
142543,Trendsetters,Lotame,0.75,null,null,null
142544,Computers & Software,Lotame,0.75,null,null,null
142545,Electronics & Gadgets,Lotame,0.75,null,null,null
142546,Home Audio & Video,Lotame,0.75,null,null,null
142547,Gender:Female,Lotame,0.75,null,null,Demographic
142548,Gender:Male,Lotame,0.25,null,null,Demographic
142549,Age:18-24,Lotame,0.25,null,null,Demographic
142550,Age:25-34,Lotame,0.25,null,null,Demographic
142551,Age:35-44,Lotame,0.25,null,null,Demographic
142552,Age:45-49,Lotame,0.25,null,null,Demographic
142553,Age:50-54,Lotame,0.25,null,null,Demographic
142554,Age:55-64,Lotame,0.25,null,null,Demographic
142555,Age:65+,Lotame,0.25,null,null,Demographic
142556,College Students,Lotame,0.25,null,null,null
142557,School & Education,Lotame,0.75,null,null,null
142558,Cooking & Recipes,Lotame,0.75,null,null,null
142559,Food & Beverages,Lotame,0.75,null,null,null
142560,Restaurants & Dining,Lotame,0.75,null,null,null
142561,Affluent Households,Lotame,0.75,null,null,null
142562,Cat Lovers,Lotame,0.75,null,null,null
142563,Dog Lovers,Lotame,0.75,null,null,null
142564,Pet Owners,Lotame,0.75,null,null,null
142565,Green Living,Lotame,0.75,null,null,null
142566,Moms,Lotame,0.75,null,null,null
142567,Parenting,Lotame,0.75,null,null,null
142568,Party Planners,Lotame,0.75,null,null,null
142569,Bloggers,Lotame,0.75,null,null,null
142570,Online Dating,Lotame,0.75,null,null,null
142571,Online Videos,Lotame,1,null,null,null
142572,Photo/Video Uploaders,Lotame,0.75,null,null,null
142573,Sports,Lotame,0.75,null,null,null
142574,Sports:Baseball,Lotame,0.75,null,null,null
142575,Sports:Basketball,Lotame,0.75,null,null,null
142576,Sports:College Sports,Lotame,0.75,null,null,null
142577,Sports:Fantasy Sports,Lotame,0.75,null,null,null
142578,Sports:Football,Lotame,0.75,null,null,null
142579,Sports:Motor Sports,Lotame,0.75,null,null,null
142580,Sports:Soccer,Lotame,0.75,null,null,null
142581,Sports:Water Sports,Lotame,0.75,null,null,null
142582,Travel,Lotame,0.75,null,null,null
142583,Travel:Domestic,Lotame,0.75,null,null,null
142584,Travel:International,Lotame,0.75,null,null,null
142585,Education Level:College Grad,exelate,0.5,null,null,null
142586,Education Level:Grad Degree,exelate,0.5,null,null,null
142587,Lifestyle:Finance,exelate,0.5,null,null,null
142588,Lifestyle:Finance:Banking,exelate,0.5,null,null,null
142589,Lifestyle:Finance:Brokerage Account,exelate,0.5,null,null,null
142590,Lifestyle:Finance:Insurance,exelate,0.5,null,null,null
142591,Lifestyle:Finance:Investment,exelate,0.5,null,null,null
142592,Lifestyle:Finance:Taxes,exelate,0.5,null,null,null
142593,Lifestyle:Premium Credit Card holder,exelate,0.5,null,null,null
142594,Lifestyle:Regular Credit Card holder,exelate,0.5,null,null,null
142595,Auto:Buyers:Off Road Vehicles,exelate,1,null,null,null
142596,Auto:Buyers:RVs,exelate,1,null,null,null
142597,Auto:Buyers:Make:Gmc:Yukon,exelate,1,null,null,null
142598,Services:Arts and Entertainment:Movies,exelate,1,null,null,null
142599,Services:Finance and Insurance:Auto Insurance,exelate,1,null,null,null
142600,Services:Finance and Insurance:Banking,exelate,1,null,null,null
142601,Services:Finance and Insurance:Credit Cards,exelate,1,null,null,null
142602,Services:Finance and Insurance:Debt,exelate,1,null,null,null
142603,Services:Finance and Insurance:Insurance,exelate,1,null,null,null
142604,Services:Finance and Insurance:Loans,exelate,1,null,null,null
142605,Services:Pets:Cats,exelate,1,null,null,null
142606,Services:Pets:Dogs,exelate,1,null,null,null
142607,Services:Restaurants:Pizza,exelate,1,null,null,null
142608,Shopping:CPG:Beverages,exelate,1,null,null,null
142609,Shopping:CPG:Canned Goods,exelate,1,null,null,null
142610,Shopping:CPG:Cleaning and Laundry,exelate,1,null,null,null
142611,Shopping:CPG:Dairy,exelate,1,null,null,null
142612,Shopping:CPG:Ethnic Foods,exelate,1,null,null,null
142613,Shopping:CPG:Frozen Foods,exelate,1,null,null,null
142614,Shopping:CPG:Green Products,exelate,1,null,null,null
142615,Shopping:CPG:Groceries,exelate,1,null,null,null
142616,Shopping:CPG:Health and Beauty,exelate,1,null,null,null
142617,Shopping:CPG:Infant Care,exelate,1,null,null,null
142618,Shopping:CPG:Paper and Plastic Products,exelate,1,null,null,null
142619,Shopping:CPG:Pet Supplies,exelate,1,null,null,null
142620,Shopping:CPG:Snack Desserts,exelate,1,null,null,null
142621,Shopping:Food and Wine,exelate,1,null,null,null
142622,Shopping:Movies,exelate,1,null,null,null
142623,Shopping:Personal Tech:Computers:ISP,exelate,1,null,null,null
142624,Shopping:Personal Tech:Computers:Netbooks,exelate,1,null,null,null
142625,Shopping:Pets:Cats,exelate,1,null,null,null
142626,Shopping:Pets:Dogs,exelate,1,null,null,null
142627,Travel:Business Travelers,exelate,1,null,null,null
142628,Travel:Caribbean,exelate,1,null,null,null
142629,Travel:Cruises,exelate,1,null,null,null
142630,Travel:South Pacific,exelate,1,null,null,null
142631,Travel:USA:Alaska,exelate,1,null,null,null
142632,Travel:USA:Arizona,exelate,1,null,null,null
142633,Travel:USA:Arkansas,exelate,1,null,null,null
142634,Travel:USA:Connecticut,exelate,1,null,null,null
142635,Travel:USA:Delaware,exelate,1,null,null,null
142636,Travel:USA:Georgia,exelate,1,null,null,null
142637,Travel:USA:Idaho,exelate,1,null,null,null
142638,Travel:USA:Illinois,exelate,1,null,null,null
142639,Travel:USA:Indiana,exelate,1,null,null,null
142640,Travel:USA:Iowa,exelate,1,null,null,null
142641,Travel:USA:Kansas,exelate,1,null,null,null
142642,Travel:USA:Kentucky,exelate,1,null,null,null
142643,Travel:USA:Louisiana,exelate,1,null,null,null
142644,Travel:USA:Maine,exelate,1,null,null,null
142645,Travel:USA:Massachusetts,exelate,1,null,null,null
142646,Travel:USA:Michigan,exelate,1,null,null,null
142647,Travel:USA:Minnesota,exelate,1,null,null,null
142648,Travel:USA:Mississippi,exelate,1,null,null,null
142649,Travel:USA:Missouri,exelate,1,null,null,null
142650,Travel:USA:Montana,exelate,1,null,null,null
